Source_NAME,Activity,Activity Description
Esker Lakes,Fishing,"Cold water species such as Lake Trout, Brook Trout and Rainbow Trout dominate most lakes here but Northern Pike and Yellow Perch are also common in some lakes. If you decide to fish here, review the Ontario Fishing Regulations for this area and obtain a valid fishing license before starting your trip."
Esker Lakes,Hiking,Esker Lakes has four different hiking trails:
Esker Lakes,Natural Heritage Education,Natural Heritage Education programs are held occasionally during the summer and provide campers with the opportunity to discover new things about the park and participate in fun activities.  A Visitor Centre is occasionally open and has displays and animal exhibits related to the park.
Esker Lakes,Swimming,"Two beach areas are located on Panagapka Lake, one in the campground and the other in the day-use area at the south end of the lake."
Fairbank,Birding,"Fairbank isn’t known for any rare species or significant migrations, but it does have a wide variety of birds. The typical residents of the northern forests make Fairbank their home: woodpeckers, warblers, loons and ducks."
Fairbank,Boating,Boating is a popular summer activity.
Fairbank,Canoeing,Fairbank Lake is a popular boating destination in the Sudbury Area for canoeing and kayaking.
Fairbank,Fishing,Fairbank Lake is a favourite of anglers looking to reel in Smallmouth Bass and Lake Trout.
Fairbank,Hiking,"Wa-Shai-Ga-Mog is the original name of Fairbank Lake and is the Ojibway word for “clear water”. A fitting name for a lake where it is possible to see for over 8 m (24 feet) into the spring fed lake. This short but challenging trail travels up bedrock outcrops and provides panoramic views of the surrounding forests, the Fairbank Fault and of course the beautiful blue waters of Fairbank Lake. Be sure to bring your camera!
Rating: Easy - Length: 0.5 km, 30 minutes"
Fairbank,Swimming,The crystal clear waters attract visitors from all over the region for snorkelling and swimming. Families can swim safely in a buoyed area at the long sandy beach. Please note: lifeguards are not posted on the beach.
Ferris,Biking,There are no dedicated bike trails but the roadways provide some nice cycling with interesting views throughout the park.
Ferris,Birding,Ferris hosts a selection of breeding birds typical of forest and old fields.
Ferris,Boating,Boating is possible downstream along the Trent River with a boat launch facility available in the park.
Ferris,Canoeing,"It is possible to launch a canoe at the south end of the park, downstream from the falls and gorge. It is recommended that exploration be limited downstream from the park to avoid the falls and dam."
Ferris,Fishing,It is possible to fish from shore at the south end of the park or by boat along the Trent River.
Ferris,Hiking,"Drumlin Trail System - 3 interconnecting looped trails:  Blue 1.2 km (1.0 hour); White 2.5 km (2 hours) and Red 2.5 km (2.5 hours), moderate 
The Drumlin Trail System takes you through mature mixed forest, by small wetlands and along seasonal creeks that have developed on two elongate hills called drumlins. These drumlins were formed thousands of years ago by glaciers, and largely left as woodlots by European settlers. The spring wildflowers can be spectacular in spring."
Ferris,Natural Heritage Education,The Friends of Ferris offer a number of interpretive and recreational activities during the park’s operating season. For more information visit: www.friendsofferris.ca.
Ferris,Swimming,The presence of a dam upstream with strong currents prevents swimming at the park but an indoor pool and outdoor natural swimming opportunities are available just a short distance away.
Ferris,Winter Activities,Two separate 5 km cross-country ski and snowshoe trails give you three options for each trail. Starting at the Main Gate both trails will eventually take you to the Suspension Bridge. Trails are maintained by the Friends of Ferris Park.
Finlayson Point,Biking,Campers enjoy cycling on park roads.
Finlayson Point,Birding,"Finlayson Point Provincial Park and the surrounding landscape provide many different habitats for birds. Warblers, flycatchers, hawks, owls and ducks nest in the surrounding forests each year. Watch and listen for them as they look for food, feed their chicks and defend their territories from rivals."
Finlayson Point,Boating,Power boats are allowed on Lake Temagami and many of the nearby lakes.
Finlayson Point,Canoeing,"Launch your canoe and paddle on one of Ontario’s finest lakes - Lake Temagami. If the wide Northeast Arm is too windy, there are hundreds of small lakes easily accessible from Highway 11 or one of the many gravel roads in the area. Most of the lakes in the Temagami region, and there are more than 2,000 of them, are interconnected by portages, creating a 2,400 km network of routes."
Finlayson Point,Fishing,"As it is such a large lake, with many diverse aquatic habitats, Lake Temagami is a popular angling spot for a wide variety of sport fish including Lake Trout, Lake Whitefish, Northern Pike, Pumpkinseed, Rock Bass, Smallmouth Bass, Walleye and Yellow Perch."
Finlayson Point,Hiking,"The trails of the Caribou Mountain/White Bear Forest Conservation Reserve offer the hiker, canoeist and the adventurer the opportunity to travel through a portion of Ontario’s forest that over time has changed very little."
Finlayson Point,Swimming,There are two natural sand beaches recommended for swimming. Both of these beaches are marked with buoys and have gradual drop-offs. Please note: there are no lifeguards posted at the beaches and pets are not permitted.
Fitzroy,Birding,"The park offers ample opportunities for birders to see killdeer, flickers, warblers, goldfinches. The annual fall migration of geese and ducks is also popular."
Fitzroy,Boating,"There is a small boat launch into the Ottawa River that can accommodate small fishing boats, canoes and kayaks. This facility is influenced by fluctuating water levels in the river."
Fitzroy,Canoeing,Paddlers can explore the Ottawa River and its shoreline around the park. Visitors can bring their own canoe/kayak or rent one from the park store.
Fitzroy,Fishing,"The Ottawa River provides excellent fishing opportunities for walleye, pike, bass and panfish. Cast your line at the park dock, along the shoreline or near Butternut Island where the Ottawa and Carp rivers meet."
Fitzroy,Hiking,"Carp Trail, 1 km, easy
Follow the banks of the Carp River through a mature forest."
Fitzroy,Swimming,There are two beaches in the park. The main beach is located in the day-use area with ample parking and a comfort station. The camper’s beach is located in Two Rivers Campground and is ideal for families with small children.
Fitzroy,Winter Activities,"Fitzroy, in partnership with West Carleton Nordic Ski Club, provides 20 km of groomed cross-country ski trails for traditional and skate skiing."
Forks of the Credit,Fishing,Fishing is permitted. Please check the Ontario fishing regulations for seasons and restrictions.
